
4.200000	3.400000
3.500000	0.050000
7.000000	1.250000
7.900000	2.950000
6.300000	3.250000
0.600000	2.300000
8.200000	1.400000
6.200000	4.600000
9.600000	2.150000
2.800000	1.850000
9.200000	0.250000
0.300000	2.700000
9.300000	4.150000
2.200000	0.850000
1.900000	4.800000
4.800000	1.350000
7.200000	1.950000
7.000000	0.650000
6.800000	5.000000
3.600000	4.750000
0.400000	0.600000
2.300000	1.700000
7.400000	3.250000
4.200000	0.600000
5.400000	3.450000
4.800000	2.250000
6.300000	2.900000
3.800000	3.000000
2.400000	2.100000
3.000000	3.950000
1.700000	1.800000
9.100000	2.150000
8.900000	0.350000
4.100000	2.150000
6.500000	2.450000
4.700000	0.300000
9.100000	1.500000
7.100000	2.550000
0.700000	0.100000
9.400000	2.450000
3.000000	1.200000
8.500000	2.750000
5.700000	2.050000
6.700000	3.850000
3.200000	0.450000
4.500000	2.000000
2.700000	1.200000
3.800000	1.950000
1.900000	4.150000
3.000000	2.100000
3.400000	0.800000
4.000000	2.950000
0.500000	1.550000
7.800000	0.350000
7.400000	4.350000
2.200000	2.300000
2.500000	3.650000
7.100000	1.500000
7.800000	3.700000
9.800000	0.650000
8.700000	4.550000
6.200000	1.850000
5.600000	3.400000
5.600000	3.750000
3.200000	2.650000
5.100000	2.550000
4.200000	1.250000
6.700000	1.550000
0.800000	4.600000
0.800000	1.900000
5.800000	4.400000
5.400000	4.200000
4.600000	0.500000
1.000000	2.950000
2.200000	4.450000
2.300000	2.350000
0.700000	1.550000
1.400000	3.450000
0.100000	4.600000
6.300000	2.800000
1.100000	3.000000
2.500000	1.900000
4.900000	4.200000
9.600000	2.100000
0.300000	2.550000
9.200000	1.850000
7.500000	1.050000
9.700000	1.100000
4.900000	5.000000
6.900000	4.250000
8.200000	1.750000
5.400000	5.000000
1.900000	1.950000
0.100000	4.450000
2.800000	3.400000
2.900000	4.700000
4.900000	4.200000
0.800000	1.100000
1.100000	0.900000
1.400000	0.750000
